ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0015986	proton motive force-driven ATP synthesis	53	0.643867884755717	2.94885213208616	1e-10	2.6975e-07	2.48947368421053e-07	3476	tags=60%, list=19%, signal=49%	ATP5MC3/NDUFAB1/ATP5MC2/NDUFS7/SDHD/NDUFAB1/ATPSCKMT/NDUFB6/NDUFS2/NDUFB9/NDUFA6/NDUFA12/NDUFS4/ATP5F1C/SDHB/NDUFB5/ATP5PO/ATP5ME/NDUFA10/ATP6V1A/NDUFB2/SDHC/ATP5F1D/NDUFB3/NDUFS3/NDUFV1/STOML2/NDUFS6/ATP5PF/NDUFS5/ATP5PB/DNAJC30/NDUFB8/NDUFA3/NDUFB10
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	48	0.648787350646433	2.94737769595033	1e-10	2.6975e-07	2.48947368421053e-07	4365	tags=71%, list=24%, signal=53%	NDUFAB1/NDUFS7/SDHD/NDUFAB1/ATPSCKMT/NDUFB6/NDUFS2/NDUFB9/NDUFA6/NDUFA12/NDUFS4/ATP5F1C/SDHB/NDUFB5/ATP5PO/ATP5ME/NDUFA10/NDUFB2/SDHC/ATP5F1D/NDUFB3/NDUFS3/NDUFV1/STOML2/NDUFS6/ATP5PF/NDUFS5/ATP5PB/DNAJC30/NDUFB8/NDUFA3/NDUFB10/ATP5MG/NDUFA8/ANTKMT/NDUFA5
GO:0051205	protein insertion into membrane	59	0.567722808493218	2.68863685883013	6.7712647734843e-10	1.21769911509826e-06	1.12379236416073e-06	3871	tags=59%, list=22%, signal=47%	EMC4/TOMM40/TOMM22/TOMM6/TIMM10/EMC6/EMC1/WDR83OS/AGK/MMGT1/EMC7/EMC8/TIMM22/TOMM40/RAB5IF/NCLN/NOMO3/TRAM2/SGTA/EMC3/TIMM9/TMEM147/EMC10/TIMM13/MTX2/SEC61A1/PDCD5/GET3/TRAM1/TMCO1/TIMM8A/TIMM8B/MAIP1/EMC4/MAL/SAMM50/GET4/BCS1L/CCDC47/EMC2/TOMM70/MTX1
GO:0032392	DNA geometric change	71	0.499558501787343	2.39886017494931	5.57198365169421e-09	7.51521295022256e-06	6.935653334872e-06	2860	tags=39%, list=16%, signal=33%	HMGB1/ANXA1/GINS2/MCM3/TREX1/MCM2/HMGB3/MCM4/SSBP1/RFC5/G3BP1/RFC3/MCM5/PIF1/DSCC1/MCM6/HMGB3/RFC2/RAD51/CHTF8/TWNK/RFC4/CDC45/ERCC2/MCM7/ANXA1/SUB1/ASCC1/RUVBL2/GINS3/RAD54B
GO:0033108	mitochondrial respiratory chain complex assembly	77	0.481557731225077	2.40902071070157	1.23448457027739e-08	1.3320088513293e-05	1.2292867405078e-05	3599	tags=46%, list=20%, signal=37%	NDUFAB1/TACO1/NDUFS7/DMAC2/NDUFAB1/UQCRFS1/NDUFB6/CHCHD4/NDUFAF4/NDUFS2/NDUFB9/NDUFA6/NDUFA12/NDUFS4/NDUFB5/UQCC2/SDHAF4/NDUFA10/NDUFB2/SDHAF3/STMP1/UQCC1/ECSIT/NDUFB3/NDUFS3/CHCHD7/TFAM/COA3/COX16/LYRM7/SAMM50/NDUFS5/NDUFB8/NDUFA3/NDUFB10/BCS1L/IMMP2L
GO:0071103	DNA conformation change	76	0.46724088524228	2.33964432731293	1.74434656981902e-08	1.5684582906956e-05	1.44750162723578e-05	2860	tags=36%, list=16%, signal=31%	HMGB1/ANXA1/GINS2/MCM3/TREX1/MCM2/HMGB3/MCM4/SSBP1/RFC5/G3BP1/RFC3/MCM5/PIF1/DSCC1/MCM6/HMGB3/RFC2/RAD51/CHTF8/TWNK/RFC4/CDC45/ERCC2/MCM7/ANXA1/SUB1/ASCC1/RUVBL2/GINS3/RAD54B
GO:0045048	protein insertion into ER membrane	27	0.703535771273282	2.84529887436643	3.91394639046323e-08	3.01653439664988e-05	2.78390472584828e-05	2377	tags=61%, list=13%, signal=53%	EMC4/EMC6/EMC1/WDR83OS/MMGT1/EMC7/EMC8/RAB5IF/NCLN/NOMO3/TRAM2/SGTA/EMC3/TMEM147/EMC10/SEC61A1/GET3/TRAM1/TMCO1
GO:0032508	DNA duplex unwinding	67	0.484625280367394	2.3324870530818	6.46522481334898e-08	4.35998598350222e-05	4.0237517588343e-05	2860	tags=38%, list=16%, signal=32%	ANXA1/GINS2/MCM3/TREX1/MCM2/MCM4/SSBP1/RFC5/G3BP1/RFC3/MCM5/PIF1/DSCC1/MCM6/RFC2/RAD51/CHTF8/TWNK/RFC4/CDC45/ERCC2/MCM7/ANXA1/SUB1/ASCC1/RUVBL2/GINS3/RAD54B
GO:0006754	ATP biosynthetic process	69	0.464430340926467	2.24849374712022	1.10739786963717e-07	6.63823500743612e-05	6.12630634313894e-05	3476	tags=55%, list=19%, signal=44%	ATP5MC3/NDUFAB1/ATP5MC2/NDUFS7/ALDOA/NUDT2/SDHD/NDUFAB1/ATPSCKMT/NDUFB6/COX11/NDUFS2/NDUFB9/NDUFA6/VCP/NDUFA12/NDUFS4/ATP5F1C/SDHB/NDUFB5/ATP5PO/ATP5ME/NDUFA10/ATP6V1A/ENO1/NDUFB2/SDHC/ATP5F1D/NDUFB3/NDUFS3/NDUFV1/STOML2/PRKAG2/NDUFS6/ALDOA/ATP5PF/NDUFS5/ATP5PB/DNAJC30/NDUFB8/NDUFA3/NDUFB10
GO:0090329	regulation of DNA-templated DNA replication	41	0.593224330388431	2.49073842501815	1.24826138129867e-07	6.73437015210633e-05	6.21502771951864e-05	3284	tags=60%, list=18%, signal=49%	MCM3/MCM2/ENDOG/CDK2/MCM4/SSBP1/PCNA/RFC5/RFC3/MCM5/DSCC1/MCM6/RFC2/CDT1/CHTF8/METTL4/E2F7/RFC4/CDC7/ZMPSTE24/DBF4/MCM7/BCL6/NUGGC/CAMSAP3/TIPIN
