ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa03030	DNA replication	30	0.769281318034938	3.22176050558136	1e-10	2.29060760625067e-08	1.94718760484865e-08	2704	tags=70%, list=15%, signal=59%	4172/4171/5424/6119/4173/6742/6118/5111/5985/6117/5983/4174/4175/5982/2237/23649/5558/5984/56655/4176/10535
hsa03008	Ribosome biogenesis in eukaryotes	60	0.570160241007097	2.82784097884788	1.44517830047361e-10	2.29060760625067e-08	1.94718760484865e-08	3901	tags=53%, list=22%, signal=42%	4809/55505/25996/1736/54433/10799/134430/84135/92856/84128/10528/55651/65083/55226/26354/51602/51367/55916/345630/23160/10885/138716/51068/10248/54913/4809/10607/5822/1459/84916/55272/9790/55813
hsa04610	Complement and coagulation cascades	46	-0.731321395611989	-2.07565941052819	1.26450224820372e-08	1.33615737560193e-06	1.1358335983865e-06	3406	tags=73%, list=19%, signal=59%	718/2151/2149/2165/716/5624/10747/5327/2153/718/5627/729/2158/1675/718/624/462/2155/4153/732/5054/623/1361/2165/718/735/7448/2266/2244/3053/730/721/7450/2165/2155/2243/2165/714/5340/712/1191/2155/629/718/5345
hsa03013	Nucleocytoplasmic transport	83	0.425906279487341	2.27062819413287	1.18206605292509e-07	9.36787346943131e-06	7.96339235654795e-06	3786	tags=45%, list=21%, signal=36%	6612/6612/5903/55110/3838/8480/55161/6613/348995/57122/7341/10762/9775/392517/11269/55916/9818/55706/9688/79228/79023/51808/55705/23636/6396/10921/7919/81929/79902/51068/55746/5905/129401/84321/9939/3839/1434/9984/23511/3841
hsa05171	Coronavirus disease - COVID-19	152	-0.530321583928275	-1.6332342156429	1.90890010090699e-06	0.000121024266397503	0.00010287966859625	4706	tags=49%, list=26%, signal=37%	718/6202/6156/9349/59272/9641/6207/57506/3551/1536/733/3661/6218/6137/5579/6125/6223/103/51284/6229/6125/6231/6147/6231/718/6167/6850/51135/6128/2165/6208/340061/716/6144/6158/200916/6136/10747/185/6166/5970/115004/6189/9045/6160/1839/64135/7311/6135/6206/718/729/3455/11224/1675/718/6152/7098/7097/6230/7297/4153/732/6133/2165/718/735/9636/1440/2266/2244/730/721/7450/3553/2165/6202/6773/2243/2165/714/712/51121/629/718/2353
hsa03420	Nucleotide excision repair	50	0.477246882525902	2.35326902615258	3.50757418325847e-06	0.000185316836015489	0.000157533156300731	3178	tags=51%, list=18%, signal=42%	5424/5437/6119/6118/5111/5436/5985/6117/5983/5432/9978/5982/5441/5984/5434/1022/5438/2068/2067/56655/2968/404672/5431/5433/728340/902
hsa03430	Mismatch repair	19	0.712625947020405	2.6273849345204	9.32622772176187e-06	0.000422344883971216	0.000359024706281359	1575	tags=53%, list=9%, signal=48%	5424/6119/6742/6118/5111/5985/6117/5983/5982/5984
hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	22	0.652744487636236	2.58952763421981	1.3330813934997e-05	0.000445626138120866	0.000378815511734822	4889	tags=82%, list=27%, signal=59%	51604/5281/94005/51227/9091/93183/54965/8818/284098/9488/5279/8733/5277/128869/10026/9487/23556/84720
hsa03020	RNA polymerase	28	0.590977866330003	2.46133622638657	1.40576068807844e-05	0.000445626138120866	0.000378815511734822	3084	tags=59%, list=17%, signal=49%	5437/5436/64425/9533/5432/84172/5441/30834/5434/5438/10621/171568/10623/5431/5433/221830/51728
hsa04611	Platelet activation	94	-0.563595469560623	-1.69331951668555	1.28024751864742e-05	0.000445626138120866	0.000378815511734822	4104	tags=46%, list=23%, signal=36%	3937/5742/6093/5028/7094/2983/6714/23236/3688/3688/10000/4638/6850/2149/112/3709/6915/1277/5568/5321/83660/83706/3673/340156/5331/111/3708/2207/109/64805/7408/2909/3710/10235/207/4067/6786/115/2778/83706/83660/2982/107/5321/2812/3674/2266/2244/7450/5592/2243/8605/8605
